Identifiant,Ancien_nom_officiel,Identifiant_du_nom_officiel,Nom_officiel,Type_entite,Latitude,Longitude,Feuillet_cartographique,Code_geographique,Municipalite,Designation,Date_decision,IDE,Origine_linguistique,Partie_specifique,Partie_generique,Sexe
1266,"Anaconda, Ruisseau",2782,"Aviron Brisé, Ruisseau de l'",Ruisseau,52.100833,-75.541944,33B04,99060,Eeyou Istchee Baie-James,Gouvernement régional,1973-03-21,0550c05fbbe611d892e2080020a0f4c9,Autre,Anaconda,Ruisseau,
100220,"Tour, Petit lac de la",2831,"Aydat, Lac",Lac,47.166943,-71.691666,21M04,22025,Saint-Gabriel-de-Valcartier,Municipalité,1981-04-02,0ab006d1bbe611d892e2080020a0f4c9,Français,Tour,Petit lac de la,
357356,"Noir, Lac",2841,"Aylmer, Lac",Lac,45.911666,-71.370832,21E14,31008,Beaulac-Garthby,Municipalité,1999-06-22,0c5ca568bbe611d892e2080020a0f4c9,Français,Noir,Lac,
17882,"Deschênes, Lac",2854,"Ayotte, Lac",Lac,46.224999,-73.604444,31I04,62020,Sainte-Béatrix,Municipalité,1973-07-18,0e0aa390bbe611d892e2080020a0f4c9,Français,Deschênes,Lac,
79035,"Setback, Lac",2857,"Ayotte, Lac",Lac,48.076110,-74.100833,32B01,90012,La Tuque,Ville,1978-08-17,0e20eab3bbe611d892e2080020a0f4c9,Anglais,Setback,Lac,
67441,"Wood, Rivière",2945,"Bacon, Ruisseau",Rivière,49.535555,-68.671943,22F10,96902,Rivière-aux-Outardes,Territoire non organisé,1974-08-02,18d69df5bbe611d892e2080020a0f4c9,Anglais,Wood,Rivière,
104514,"Kinoce Ponapananicicik",2956,"Badajoz, Lac",Lac,47.321185,-74.584688,31O07,79910,Lac-Bazinet,Territoire non organisé,1981-07-09,1a82a04cbbe611d892e2080020a0f4c9,Langue amérindienne indéterminée,Kinoce Ponapananicicik,,
53465,"Rivard, Lac",2963,"Badeaux, Lac",Lac,47.003611,-73.500277,31P04,35906,Rivière-de-la-Savane,Territoire non organisé,1972-01-11,1aa45921bbe611d892e2080020a0f4c9,Français,Rivard,Lac,
23851,"Fray, Lac",2974,"Bagarre, Lac de la",Lac,48.937305,-74.025396,32B16,91902,Lac-Ashuapmushuan,Territoire non organisé,1972-03-28,1c64f4ebbbe611d892e2080020a0f4c9,Anglais,Fray,Lac,
2982,"Bagot",,,Division de recensement,45.650000,-72.666666,31H10,48038,Upton,Municipalité,1994-08-19,4c46d5c886cf4f3698ccd0d22f7cda5a,Anglais,Bagot,,
85200,"Écluse, Lac de l'",3013,"Baie, Lac de la",Lac,49.746388,-67.853055,22G12,96902,Rivière-aux-Outardes,Territoire non organisé,1978-08-17,219cb628bbe611d892e2080020a0f4c9,Français,Écluse,Lac de l',
107055,"Wekwapeak",3014,"Baie, Lac la",Lac,47.752933,-74.124516,31O16,90012,La Tuque,Ville,1981-03-05,21a2f7b9bbe611d892e2080020a0f4c9,Langue amérindienne indéterminée,Wekwapeak,,
69807,"Jean, Lac",3016,"Baie, Petit lac de la",Lac,47.814166,-70.587777,21M15,16902,Lac-Pikauba,Territoire non organisé,1976-02-25,21b4aafbbbe611d892e2080020a0f4c9,Français,Jean,Lac,
135526,"Hauterive",3026,"Baie-Comeau",Ville,49.220927,-68.149305,22F01,96020,Baie-Comeau,Ville,1986-01-09,23660483bbe611d892e2080020a0f4c9,Français,Hauterive,,
67934,"Baie-de-la-Terre",3043,"Baie-des-Ha! Ha!",Hameau,50.927221,-58.975832,12J15,98014,Gros-Mécatina,Municipalité,1976-02-25,23a15fdabbe611d892e2080020a0f4c9,Français,Baie-de-la-Terre,,
3022,"Baie, La",3047,"Mines, Baie des",Milieu humide,46.371388,-72.716666,31I07,51090,Saint-Étienne-des-Grès,Municipalité de paroisse,1989-03-29,23a7a16bbbe611d892e2080020a0f4c9,Français,Baie,La,
3052,"Baie des Plongeux, Caye de la",3050,"Baie des Plongeurs, Caye de la",Rocher,48.763333,-68.988610,22C15,95045,Forestville,Ville,1974-08-02,25334a7dbbe611d892e2080020a0f4c9,Français,Baie des Plongeux,Caye de la,
3053,"Baie des Plongeux, Île de la",3051,"Baie des Plongeurs, Île de la",Île,48.769999,-68.984999,22C15,95045,Forestville,Ville,1974-08-02,253964febbe611d892e2080020a0f4c9,Français,Baie des Plongeux,Île de la,
3114,"Baie-Saint-Ludger",,,Hameau,49.091110,-68.321388,22F01,96030,Pointe-aux-Outardes,Municipalité de village,2022-09-07,2a991fa1bbe611d892e2080020a0f4c9,Français,Baie-Saint-Ludger,,H
68042,"Belle Plage, Lac",3133,"Baillairgé, Lac",Lac,48.702019,-73.982404,32A12,91902,Lac-Ashuapmushuan,Territoire non organisé,1975-09-23,2c6b208cbbe611d892e2080020a0f4c9,Français,Belle Plage,Lac,
78997,"Caroline, Lac",3158,"Bain, Lac du",Lac,48.067366,-74.295024,32B01,90012,La Tuque,Ville,1978-08-17,2ff2e7d1bbe611d892e2080020a0f4c9,Français,Caroline,Lac,
66977,"Whale, Chenal",3212,"Baleine, Chenal à la",Chenal,51.375554,-57.691388,12P05,98010,Bonne-Espérance,Municipalité,1971-06-18,35774278bbe611d892e2080020a0f4c9,Anglais,Whale,Chenal,
22363,"Fesses, Île aux",3294,"Banane, Île",Île,46.534166,-72.748333,31I10,36033,Shawinigan,Ville,1975-03-06,7a565561bbe611d892e2080020a0f4c9,Français,Fesses,Île aux,
71783,"Séminaire, Langue de terre du",3306,"Banc de Sable, Le",Banc de sable,47.065327,-70.763283,21M02,21020,Saint-Joachim,Municipalité de paroisse,1976-06-14,7b5304ebbbe611d892e2080020a0f4c9,Français,Séminaire,Langue de terre du,
13787,"Clair, Lac",3327,"Bannok, Lac du",Lac,49.444721,-74.087777,32G08,91902,Lac-Ashuapmushuan,Territoire non organisé,1971-06-18,7fe70c0cbbe611d892e2080020a0f4c9,Français,Clair,Lac,
79107,"Île, Lac à l'",3366,"Bar, Lac",Lac,48.061111,-76.580277,32C02,89040,Senneterre,Ville,1978-08-17,86b4fdadbbe611d892e2080020a0f4c9,Français,Île,Lac à l',NA
84600,"Adelphus-Martinet, Étang à",3371,"Barachois, Le",Étang,47.416388,-61.878332,11N05,01023,Les Îles-de-la-Madeleine,Municipalité,1989-09-06,8715bb52bbe611d892e2080020a0f4c9,Français,Adelphus-Martinet,Étang à,
72355,"Barachois-de-Malbaie",3374,"Barachois",Village,48.618054,-64.286666,22A09,02005,Percé,Ville,1976-12-24,88c6c6b5bbe611d892e2080020a0f4c9,Français,Barachois-de-Malbaie,,
3420,"Barbot, Lac",3422,"Barbotte, Lac",Lac,46.113888,-74.460555,31J01,78047,Mont-Blanc,Municipalité,1974-01-22,8fa002fabbe611d892e2080020a0f4c9,Français,Barbot,Lac,
5768,"Binette, Lac",3422,"Barbotte, Lac",Lac,46.113888,-74.460555,31J01,78047,Mont-Blanc,Municipalité,1974-01-22,8fa002fabbe611d892e2080020a0f4c9,Français,Binette,Lac,
104158,"Moulin à Donat-Damphousse, Île du",3483,"Baribeau, Île",Île,46.454722,-73.009166,31I06,51060,Saint-Paulin,Municipalité,1981-07-09,989148dabbe611d892e2080020a0f4c9,Français,Moulin à Donat-Damphousse,Île du,
37933,"Madrier, Lac",3485,"Baribeau, Lac",Lac,46.498888,-73.041666,31I06,51075,Saint-Élie-de-Caxton,Municipalité,1972-01-11,9a2cd06cbbe611d892e2080020a0f4c9,Français,Madrier,Lac,
30810,"Jaune, Lac",3495,"Baril, Lac",Lac,46.412500,-73.681666,31I05,62080,Saint-Zénon,Municipalité,1975-03-06,9aad9934bbe611d892e2080020a0f4c9,Français,Jaune,Lac,
224150,"Drum, Lac",3499,"Baril, Lac du",Lac,49.502500,-74.263888,32G09,91902,Lac-Ashuapmushuan,Territoire non organisé,1988-11-01,9c688fa8bbe611d892e2080020a0f4c9,Français,Drum,Lac,
4819,"Belleau, Lac",3541,"Barnard, Lac",Lac,46.654166,-73.066666,31I11,51070,Saint-Mathieu-du-Parc,Municipalité,1972-01-11,a0cc861ebbe611d892e2080020a0f4c9,Français,Belleau,Lac,
16790,"Dam, Lac",3583,"Barrage, Lac du",Lac,49.567221,-62.996388,12E10,98020,L'Île-d'Anticosti,Municipalité,1974-09-12,a5ca248bbbe611d892e2080020a0f4c9,Anglais,Dam,Lac,
4492,"Beaver Dam, Lac",3586,"Barrage de Castor, Lac du",Lac,47.379160,-71.828057,21M05,22902,Lac-Croche,Territoire non organisé,1971-06-01,a76a18edbbe611d892e2080020a0f4c9,Anglais,Beaver Dam,Lac,
104155,"Lac des Pins Rouges, Décharge du",3660,"Barrière, Ruisseau de la",Ruisseau,46.432777,-73.134444,31I06,51065,Saint-Alexis-des-Monts,Municipalité de paroisse,1981-07-09,b0a58831bbe611d892e2080020a0f4c9,Français,Lac des Pins Rouges,Décharge du,
66604,"Wapishish, Lac",3664,"Barrin, Lac",Lac,48.889444,-70.594444,22D15,94930,Mont-Valin,Territoire non organisé,1968-12-05,b25979c5bbe611d892e2080020a0f4c9,Langue amérindienne indéterminée,Wapishish,Lac,
61256,"Swamp, Lac",3735,"Bas-Fond, Lac du",Lac,47.241388,-72.100277,31P01,34904,Linton,Territoire non organisé,1971-06-18,bb8cf9cbbbe611d892e2080020a0f4c9,Anglais,Swamp,Lac,
79183,"Canot, Lac",3748,"Basile, Lac à",Lac,49.245555,-72.658333,32H02,92904,Rivière-Mistassini,Territoire non organisé,1978-08-17,bbca29e3bbe611d892e2080020a0f4c9,Langue amérindienne indéterminée,Canot,Lac,
40590,"Mercier, Réservoir",3764,"Baskatong, Réservoir",Réservoir,46.801388,-75.833610,31J13,83095,Grand-Remous,Municipalité,1986-11-06,bd819debbbe611d892e2080020a0f4c9,Français,Mercier,Réservoir,
301785,"Bassin, Baie du",3825,"Bassin, Le",Lagune,47.229166,-61.883333,11N04,01023,Les Îles-de-la-Madeleine,Municipalité,1995-02-23,c2f72b7fbbe611d892e2080020a0f4c9,Français,Bassin,Baie du,
85074,"Petite Baie, La",3828,"Bassin, Lac du",Étang,47.224999,-61.922777,11N04,01023,Les Îles-de-la-Madeleine,Municipalité,1978-08-17,c487dca2bbe611d892e2080020a0f4c9,Français,Petite Baie,La,
60222,"Solomon",3832,"Bassin",Village,47.222777,-61.937221,11N04,01023,Les Îles-de-la-Madeleine,Municipalité,1988-03-09,c4a7e7c6bbe611d892e2080020a0f4c9,Anglais,Solomon,,
64168,"Truite, Lac la",3853,"Bastien, Lac",Lac,46.549721,-73.891110,31I12,62080,Saint-Zénon,Municipalité,1972-01-11,c6a4c945bbe611d892e2080020a0f4c9,Français,Truite,Lac la,
4129,"Beat, Lac",3916,"Battue, Lac de la",Lac,47.429524,-72.338508,31P08,90012,La Tuque,Ville,1971-06-01,cf893eeabbe611d892e2080020a0f4c9,Français,Beat,Lac,
72222,"Vert, Lac",3923,"Baubert, Lac",Lac,48.338055,-72.266943,32A08,91015,Saint-François-de-Sales,Municipalité,1976-09-22,d127acafbbe611d892e2080020a0f4c9,Français,Vert,Lac,
3928,"Baude, Barrage",,,Barrage,47.088055,-73.287221,31P03,35904,Lac-Normand,Territoire non organisé,2004-07-13,d15f1064bbe611d892e2080020a0f4c9,Français,Baude,Barrage,
59435,"Shed, Lac",3958,"Baugy, Lac",Lac,46.628054,-74.084721,31J09,62912,Saint-Guillaume-Nord,Territoire non organisé,1972-01-11,d4d858b6bbe611d892e2080020a0f4c9,Anglais,Shed,Lac,
77613,"Shed, Troisième lac de la",3958,"Baugy, Lac",Lac,46.628054,-74.084721,31J09,62912,Saint-Guillaume-Nord,Territoire non organisé,1978-08-17,d4d858b6bbe611d892e2080020a0f4c9,Français,Shed,Troisième lac de la,
3277,"Balsam, Lac",3971,"Baume, Lac du",Lac,48.855000,-69.858611,22C13,95902,Lac-au-Brochet,Territoire non organisé,1971-10-08,d5029d0cbbe611d892e2080020a0f4c9,Anglais,Balsam,Lac,
100218,"Lirette, Lac",4010,"Bayeul, Lac",Lac,47.262911,-71.739916,21M05,34902,Lac-Blanc,Territoire non organisé,1981-04-02,d8a7d764bbe611d892e2080020a0f4c9,Français,Lirette,Lac,
104597,"Kiackonapiskok",4039,"Bazinet, Lac",Lac,47.444299,-74.760091,31O07,79910,Lac-Bazinet,Territoire non organisé,1981-07-09,dc8782abbbe611d892e2080020a0f4c9,Langue amérindienne indéterminée,Kiackonapiskok,,
81684,"Amer, Anse",4049,"Beacon, Baie",Baie,49.558055,-62.473054,12E09,98020,L'Île-d'Anticosti,Municipalité,1974-09-12,de436384bbe611d892e2080020a0f4c9,Français,Amer,Anse,
81685,"Amers, Baie de l'",4049,"Beacon, Baie",Baie,49.558055,-62.473054,12E09,98020,L'Île-d'Anticosti,Municipalité,1974-09-12,de436384bbe611d892e2080020a0f4c9,Français,Amers,Baie de l',
81691,"Bear, Baie",4049,"Beacon, Baie",Baie,49.558055,-62.473054,12E09,98020,L'Île-d'Anticosti,Municipalité,1974-09-12,de436384bbe611d892e2080020a0f4c9,Anglais,Bear,Baie,
100217,"Arthur, Lac",4119,"Béard, Lac",Lac,47.231735,-71.775427,21M04,34902,Lac-Blanc,Territoire non organisé,1981-04-02,e01c9061bbe611d892e2080020a0f4c9,Indifférencié,Arthur,Lac,
4137,"Beattyville",,,Bureau de poste,48.908888,-77.115555,32C14,88902,Lac-Despinassy,Territoire non organisé,1996-12-13,a7fbe0baaba842e994a50486930a7364,Hybride,Beattyville,,
27870,"Handsome, Lac",4138,"Beau, Lac",Lac,46.116111,-74.123888,31J01,78802,Doncaster,Réserve indienne,1969-01-24,e1d8984abbe611d892e2080020a0f4c9,Anglais,Handsome,Lac,
49541,"Pinsonnault, Île",4156,"Beaubien, Île",Île,45.176999,-74.270479,31G01,69065,Sainte-Barbe,Municipalité,1970-06-12,e387cef1bbe611d892e2080020a0f4c9,Français,Pinsonnault,Île,
4162,"Beauce",,,Division de recensement,46.000000,-70.750000,21L02,29073,Saint-Georges,Ville,1994-08-19,3ca1487ed555481a91bc9e5de966e71b,Français,Beauce,,
44282,"Nœud, Lac",4171,"Beauchamp, Lac",Lac,46.006111,-74.365277,31J01,77065,Saint-Adolphe-d'Howard,Municipalité,1974-01-22,e55b7d8dbbe611d892e2080020a0f4c9,Français,Nœud,Lac,
65493,"Verona, Lac",4171,"Beauchamp, Lac",Lac,46.006111,-74.365277,31J01,77065,Saint-Adolphe-d'Howard,Municipalité,1974-01-22,e55b7d8dbbe611d892e2080020a0f4c9,Inconnu,Verona,Lac,
42846,"Mousseau, Lac",4173,"Beauchamp, Lac",Lac,46.294166,-74.204166,31J08,62060,Saint-Donat,Municipalité,1973-06-06,e5647e3ebbe611d892e2080020a0f4c9,Français,Mousseau,Lac,
107050,"Maskotci Sakahikan",4200,"Beauclerc, Lac",Lac,47.666963,-74.221474,31O09,90012,La Tuque,Ville,1981-03-05,e901f065bbe611d892e2080020a0f4c9,Attikamek,Maskotci Sakahikan,,
4213,"Beaudet, Pointe",4219,"Beaudette, Pointe",Pointe,45.197758,-74.322618,31G01,71005,Rivière-Beaudette,Municipalité,1974-08-02,eacec131bbe611d892e2080020a0f4c9,Français,Beaudet,Pointe,
77189,"Beaudoin, Lac",4224,"Beaudin, Lac",Lac,46.505555,-73.896944,31I12,62912,Saint-Guillaume-Nord,Territoire non organisé,1978-08-17,eadd6733bbe611d892e2080020a0f4c9,Français,Beaudoin,Lac,
39861,"Maurice, Lac",4252,"Beaudry, Lac",Lac,47.324999,-71.055833,21M06,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,ee64df57bbe611d892e2080020a0f4c9,Français,Maurice,Lac,
4277,"Beauharnois",,,Division de recensement,45.233333,-74.050000,31G01,70052,Salaberry-de-Valleyfield,Ville,1994-08-19,48e5438a52b24a35a2e57558f97a1269,Français,Beauharnois,,
5874,"Bissonnette, Lac",4294,"Beaulac, Lac",Lac,46.022777,-73.900833,31I04,62047,Chertsey,Municipalité,1973-07-18,f55992dbbbe611d892e2080020a0f4c9,Français,Bissonnette,Lac,
81794,"Killarney, Lac",4294,"Beaulac, Lac",Lac,46.022777,-73.900833,31I04,62047,Chertsey,Municipalité,1973-07-18,f55992dbbbe611d892e2080020a0f4c9,Anglais,Killarney,Lac,
13799,"Clair, Petit lac",4304,"Beaulieu, Lac",Lac,46.324721,-73.915833,31I05,62912,Saint-Guillaume-Nord,Territoire non organisé,1975-03-06,f5925623bbe611d892e2080020a0f4c9,Français,Clair,Petit lac,
8247,"Bretelle, Lac",4307,"Beaulieu, Lac",Lac,47.572402,-71.599138,21M12,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,f598bec4bbe611d892e2080020a0f4c9,Français,Bretelle,Lac,
107936,"Beaumier, Lac",4338,"Beaunier, Lac",Lac,56.979721,-68.780554,24C15,99902,Rivière-Koksoak,Territoire non organisé,1968-12-05,f93630ebbbe611d892e2080020a0f4c9,Français,Beaumier,Lac,NA
77841,"Chicot, Lac",4346,"Beaumont, Lac",Lac,47.129443,-71.479999,21M03,22035,Stoneham-et-Tewkesbury,Municipalité de cantons unis,1978-08-17,fadc3fd1bbe611d892e2080020a0f4c9,Français,Chicot,Lac,
38093,"Maillou, Ruisseau",4349,"Beaumont, Ruisseau",Ruisseau,46.855277,-70.951666,21L15,19105,Beaumont,Municipalité,1975-01-21,faeb33f3bbe611d892e2080020a0f4c9,Français,Maillou,Ruisseau,
67700,"Yvon, Lac",4354,"Beau-Père, Lac",Lac,46.433610,-73.685555,31I05,62080,Saint-Zénon,Municipalité,1975-03-06,fc8cd608bbe611d892e2080020a0f4c9,Français,Yvon,Lac,
334975,"Rang Sainte-Thérèse, Ruisseau",4361,"Beauport, Rivière",Section de cours d'eau,46.899166,-71.210555,21L14,23027,Québec,Ville,1997-08-14,fcaf040dbbe611d892e2080020a0f4c9,Français,Rang Sainte-Thérèse,Ruisseau,
50194,"Pointu, Lac",4368,"Beaupré, Lac",Lac,47.582221,-70.806388,21M10,16902,Lac-Pikauba,Territoire non organisé,1971-06-01,fcca7b51bbe611d892e2080020a0f4c9,Français,Pointu,Lac,
24848,"Gauvreau, Île à",4378,"Beauregard, Île",Île,45.752777,-73.409166,31H14,59025,Verchères,Municipalité,1975-01-21,fe87e2cabbe611d892e2080020a0f4c9,Français,Gauvreau,Île à,
29130,"Huard, Lac",4410,"Beaussier, Lac",Lac,48.876004,-74.179482,32B16,91902,Lac-Ashuapmushuan,Territoire non organisé,1972-03-28,03cfd0a7bbe711d892e2080020a0f4c9,Français,Huard,Lac,
47393,"Paul, Lac",4410,"Beaussier, Lac",Lac,48.876004,-74.179482,32B16,91902,Lac-Ashuapmushuan,Territoire non organisé,1972-03-28,03cfd0a7bbe711d892e2080020a0f4c9,Français,Paul,Lac,
35102,"Leclerc, Lac",4420,"Beauvais, Lac",Lac,47.554550,-71.150711,21M11,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,058289bfbbe711d892e2080020a0f4c9,Français,Leclerc,Lac,
81844,"Bouchaux, Lac",4470,"Beaver, Lac",Lac,48.094271,-73.084677,32A03,91902,Lac-Ashuapmushuan,Territoire non organisé,1978-08-17,07962792bbe711d892e2080020a0f4c9,Français,Bouchaux,Lac,
50960,"Poupée, Lac de la",4497,"Bébé, Lac",Lac,46.502500,-74.296388,31J09,62914,Lac-des-Dix-Milles,Territoire non organisé,1972-01-11,094907b9bbe711d892e2080020a0f4c9,Français,Poupée,Lac de la,
72451,"Larochelle",4505,"Bécancour",Municipalité de village,46.348080,-72.434546,31I08,38010,Bécancour,Ville,1976-12-24,0aff9161bbe711d892e2080020a0f4c9,Français,Larochelle,,
72453,"Laval",4505,"Bécancour",Municipalité de village,46.348080,-72.434546,31I08,38010,Bécancour,Ville,1976-12-24,0aff9161bbe711d892e2080020a0f4c9,Français,Laval,,
72545,"Sainte-Gertrude",4505,"Bécancour",Municipalité de paroisse,46.348080,-72.434546,31I08,38010,Bécancour,Ville,1976-12-24,0aff9161bbe711d892e2080020a0f4c9,Français,Sainte-Gertrude,,
72609,"Très-Précieux-Sang-de-Notre-Seigneur",4505,"Bécancour",Municipalité de paroisse,46.348080,-72.434546,31I08,38010,Bécancour,Ville,1976-12-24,0aff9161bbe711d892e2080020a0f4c9,Français,Très-Précieux-Sang-de-Notre-Seigneur,,
100216,"Bédard, Grand lac",4570,"Bédard, Lac",Lac,47.085610,-71.831027,21M04,34128,Saint-Raymond,Ville,1981-04-02,12452411bbe711d892e2080020a0f4c9,Français,Bédard,Grand lac,
180166,"Sac à Plomb, Grand lac",4578,"Bédard, Lac",Lac,47.988333,-68.735277,21N15,13062,Lac-des-Aigles,Ville,2002-04-12,13e391d6bbe711d892e2080020a0f4c9,Français,Sac à Plomb,Grand lac,
10138,"Canards, Lac aux",4726,"Belec, Lac",Lac,49.077221,-73.424443,32H03,91902,Lac-Ashuapmushuan,Territoire non organisé,1971-06-18,a321080fbbe711d892e2080020a0f4c9,Français,Canards,Lac aux,
14377,"Cœur, Lac en",4738,"Belhumeur, Lac",Lac,46.385555,-73.796666,31I05,62912,Saint-Guillaume-Nord,Territoire non organisé,1975-03-06,a5e3aa89bbe711d892e2080020a0f4c9,Français,Cœur,Lac en,
4831,"Bellechasse",,,Division de recensement,46.666666,-70.500000,21L10,19010,Notre-Dame-Auxiliatrice-de-Buckland,Municipalité de paroisse,1994-08-19,ec92f3f3af61494b827beeb79868d01d,Français,Bellechasse,,
68078,"Berthier, Îlet de",4832,"Bellechasse, Île de",Île,46.931666,-70.766943,21L15,18065,Berthier-sur-Mer,Municipalité,1976-09-22,b59aa598bbe711d892e2080020a0f4c9,Français,Berthier,Îlet de,
71043,"Pigou, Grande anse de",4857,"Bellefleur, Anse",Anse,50.265555,-65.654722,22I05,97007,Sept-Îles,Ville,1976-09-22,b8feb83abbe711d892e2080020a0f4c9,Français,Pigou,Grande anse de,
55252,"Sable, Île au",4862,"Bellegarde, Île",Île,45.730832,-73.423610,31H11,59020,Varennes,Ville,1975-01-21,bb0c628fbbe711d892e2080020a0f4c9,Français,Sable,Île au,
4925,"Belle Truite, Lac",4884,"Belle Pêche, Lac de la",Lac,48.008888,-71.637221,22D04,93906,Lac-Achouakan,Territoire non organisé,1971-06-01,be03f7bebbe711d892e2080020a0f4c9,Français,Belle Truite,Lac,
14248,"Club, Montagne du",4942,"Bellevue, Mont",Mont,46.186944,-74.573332,31J02,78102,Mont-Tremblant,Ville,1975-01-21,c82e81ecbbe711d892e2080020a0f4c9,Indifférencié,Club,Montagne du,
36450,"Long, Lac",4952,"Belley, Lac",Lac,45.724999,-74.614722,31G10,76052,Grenville-sur-la-Rouge,Municipalité,1970-03-06,ca41d193bbe711d892e2080020a0f4c9,Français,Long,Lac,
50631,"Portage, Lac",4953,"Belley, Lac",Lac,47.862261,-71.491133,21M14,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,ca50ecc4bbe711d892e2080020a0f4c9,Français,Portage,Lac,
110205,"Caribou, Lacs du",4965,"Bellisle, Lac",Lacs,47.117910,-78.942860,31M02,85907,Les Lacs-du-Témiscamingue,Territoire non organisé,1972-05-15,cc47177abbe711d892e2080020a0f4c9,Langue amérindienne indéterminée,Caribou,Lacs du,
26625,"Premier Grand Ruisseau",4995,"Belœil, Ruisseau",Ruisseau,45.645277,-73.207500,31H11,57050,Saint-Marc-sur-Richelieu,Municipalité,1969-09-23,cf1e526bbbe711d892e2080020a0f4c9,Français,Premier Grand Ruisseau,,
78034,"Bolduc, Lac",5025,"Ben, Lac",Lac,47.561325,-74.661119,31O10,79910,Lac-Bazinet,Territoire non organisé,1978-08-17,d3dff940bbe711d892e2080020a0f4c9,Français,Bolduc,Lac,
78555,"Ochikunu, Lac",5044,"Benès, Lac",Lac,48.142538,-73.507155,32A04,90012,La Tuque,Ville,1978-08-17,d6372fbbbbe711d892e2080020a0f4c9,Cri,Ochikunu,Lac,
315694,"Natirnajuap Qarqanga",5068,"Bennett, Mont",Mont,61.578910,-71.591688,25E12,99902,Rivière-Koksoak,Territoire non organisé,1996-03-29,da7c538cbbe711d892e2080020a0f4c9,Inuktitut,Natirnajuap Qarqanga,,
104472,"Kakickapiskakamacik",5098,"Bent, Lac",Lac,47.476157,-74.661977,31O07,79910,Lac-Bazinet,Territoire non organisé,1981-07-09,50d88cbbbbea11d892e2080020a0f4c9,Langue amérindienne indéterminée,Kakickapiskakamacik,,
6812,"Bon à Rien, Lac",5108,"Bérard, Lac",Lac,46.389166,-74.172777,31J08,62060,Saint-Donat,Municipalité,1972-01-11,52adc1f5bbea11d892e2080020a0f4c9,Français,Bon à Rien,Lac,
41316,"Mines, Lac des",5108,"Bérard, Lac",Lac,46.389166,-74.172777,31J08,62060,Saint-Donat,Municipalité,1974-01-22,52adc1f5bbea11d892e2080020a0f4c9,Français,Mines,Lac des,
78992,"Bernard, Lac",5109,"Bérard, Lac",Lac,48.070063,-74.209472,32B01,90012,La Tuque,Ville,1978-08-17,52b5d846bbea11d892e2080020a0f4c9,Français,Bernard,Lac,
73974,"Wayaskami, Lac",5130,"Bereziuk, Lac",Partie de réservoir,54.000277,-76.303333,33K01,99060,Eeyou Istchee Baie-James,Gouvernement régional,1977-02-18,54951fa4bbea11d892e2080020a0f4c9,Cri,Wayaskami,Lac,
68060,"Bergère, Lac",5137,"Berger, Lac du",Lac,48.123332,-70.738333,22D02,94215,Rivière-Éternité,Municipalité,1975-09-23,563d9f8bbbea11d892e2080020a0f4c9,Français,Bergère,Lac,
118856,"Savane, Ruisseau de la",5139,"Berger, Rivière du",Ruisseau,46.810000,-71.299166,21L14,23027,Québec,Ville,2003-02-27,564bd05dbbea11d892e2080020a0f4c9,Français,Savane,Ruisseau de la,
36962,"Lost, Lac",5180,"Bériaux, Lac",Lac,48.873785,-74.235533,32B16,91902,Lac-Ashuapmushuan,Territoire non organisé,1972-03-28,5a0507eabbea11d892e2080020a0f4c9,Anglais,Lost,Lac,
30743,"Jardin, Île du",5212,"Bernard, Île",Île,48.684444,-72.510000,32A10,91042,Saint-Félicien,Ville,1973-08-28,5f396dc6bbea11d892e2080020a0f4c9,Français,Jardin,Île du,
